,data_loss,physic_loss,
73,0.058922872,0.000157002,2.574379901
74,0.058009814,0.000106017,2.738124551
75,0.057177979,6.29E-05,2.958894374
76,0.056456078,3.08E-05,3.26287305
77,0.055861052,1.06E-05,3.720348634
78,0.055399042,1.26E-06,4.643017191
79,0.055066843,6.75E-07,4.911385612
80,0.054853838,6.49E-06,3.926881322
81,0.054744054,1.64E-05,3.524561916
82,0.0547182,2.82E-05,3.287701485
83,0.054755576,4.04E-05,3.132395046
84,0.054835711,5.16E-05,3.026738736
85,0.054939661,6.09E-05,2.955158245
86,0.055050958,6.79E-05,2.908950068
87,0.055156216,7.22E-05,2.882866289
88,0.055245414,7.39E-05,2.873631857
89,0.05531187,7.30E-05,2.87922107
90,0.055352073,6.99E-05,2.898483966
91,0.055365261,6.49E-05,2.930940903
92,0.055352964,5.84E-05,2.976695858
93,0.05531846,5.09E-05,3.036425895
94,0.055266205,4.28E-05,3.111448934
95,0.055201311,3.45E-05,3.203897338
96,0.055129047,2.66E-05,3.317074302
97,0.055054449,1.93E-05,3.456132565
98,0.054981984,1.29E-05,3.629491709
99,0.054915302,7.72E-06,3.852096782
100,0.054857127,3.84E-06,4.154356566
101,0.054809198,1.33E-06,4.615226261
102,0.054772258,1.35E-07,5.606798375
103,0.054746207,1.45E-07,5.575777293
104,0.054730218,1.17E-06,4.668764875
105,0.05472289,2.98E-06,4.263518678
106,0.054722477,5.31E-06,4.013316636
107,0.054727063,7.87E-06,3.842222212
108,0.054734726,1.04E-05,3.720781104
109,0.054743711,1.27E-05,3.634534577
110,0.05475248,1.46E-05,3.575344282
111,0.054759871,1.59E-05,3.538237254
112,0.054765072,1.65E-05,3.520007425
113,0.05476762,1.66E-05,3.518527747
114,0.054767434,1.61E-05,3.53239577
115,0.054764666,1.51E-05,3.560725937
116,0.054759704,1.37E-05,3.6030452
117,0.054753087,1.20E-05,3.65924144
118,0.054745428,1.02E-05,3.729569304
119,0.054737307,8.39E-06,3.814683756
120,0.054729279,6.64E-06,3.915733675
121,0.054721799,5.05E-06,4.034553206
122,0.054715212,3.67E-06,4.173953543
123,0.054709729,2.51E-06,4.33830531
124,0.054705434,1.60E-06,4.534709953
125,0.054702297,9.17E-07,4.775500742
126,0.054700211,4.50E-07,5.084746984
127,0.054698996,1.65E-07,5.519845843
128,0.054698411,2.80E-08,6.290329906
129,0.054698236,1.98E-09,7.440305964
130,0.054698236,5.21E-08,6.020986731
131,0.054698229,1.47E-07,5.570713552
132,0.054698039,2.60E-07,5.3228802
133,0.054697566,3.71E-07,5.169034684
134,0.054696735,4.64E-07,5.071636215
135,0.054695528,5.30E-07,5.013359916
136,0.054693978,5.66E-07,4.984950584
137,0.054692116,5.71E-07,4.981070736
138,0.054690044,5.49E-07,4.998530418
139,0.05468782,5.04E-07,5.03555809
140,0.054685533,4.43E-07,5.091301823
141,0.054683257,3.73E-07,5.165759553
142,0.054681066,3.01E-07,5.259665074
143,0.05467898,2.31E-07,5.374618728
144,0.054677065,1.68E-07,5.513372741
145,0.054675296,1.14E-07,5.680450341
146,0.054673687,7.15E-08,5.883198925
147,0.054672219,4.01E-08,6.134501048
148,0.054670848,1.90E-08,6.45973564
149,0.054669559,6.58E-09,6.919765658
150,0.054668311,9.81E-10,7.745931334
151,0.054667067,1.18E-10,8.664387668
152,0.054665811,2.03E-09,7.429241015
153,0.054664519,5.07E-09,7.032397345
154,0.054663166,7.98E-09,6.835661165
155,0.054661766,9.95E-09,6.739809564
156,0.054660305,1.06E-08,6.712175767
157,0.054658793,9.94E-09,6.740265777
158,0.054657243,8.23E-09,6.822320505
159,0.054655664,5.91E-09,6.96573018
160,0.054654058,3.51E-09,7.19268527
161,0.05465246,1.49E-09,7.563840998
162,0.054650858,2.59E-10,8.324005946
163,0.054649271,5.50E-11,8.997380682
164,0.054647695,9.64E-10,7.75354319
165,0.054646146,2.91E-09,7.272960341
166,0.054644611,5.70E-09,6.98147783
167,0.054643091,9.03E-09,6.781977605
168,0.054641582,1.25E-08,6.639178725
169,0.054640077,1.59E-08,6.536471443
170,0.054638579,1.87E-08,6.464541605
171,0.054637082,2.09E-08,6.418010019
172,0.054635569,2.21E-08,6.393386339
173,0.054634046,2.23E-08,6.388557623
174,0.054632518,2.16E-08,6.402266874
175,0.054630972,2.01E-08,6.434073073
176,0.054629419,1.79E-08,6.484101068
177,0.054627851,1.53E-08,6.553173101
178,0.054626279,1.24E-08,6.643020422
179,0.054624699,9.57E-09,6.756258276
180,0.054623116,6.91E-09,6.897715356
181,0.054621521,4.60E-09,7.074736925
182,0.054619931,2.73E-09,7.301013434
183,0.054618344,1.36E-09,7.603820996
184,0.054616738,4.85E-10,8.051379635
185,0.054615144,6.46E-11,8.926818015
186,0.054613546,2.33E-11,9.370043163
187,0.054611936,2.68E-10,8.309895624
188,0.054610338,6.95E-10,7.895045959
189,0.054608718,1.21E-09,7.655201178
190,0.054607105,1.72E-09,7.502471837
191,0.054605484,2.15E-09,7.403893003
192,0.054603852,2.47E-09,7.344067486
193,0.054602217,2.65E-09,7.314455577
194,0.054600574,2.67E-09,7.310382201
195,0.054598935,2.56E-09,7.329066838
196,0.054597285,2.33E-09,7.368906095
197,0.054595631,2.03E-09,7.429428584
198,0.054593965,1.68E-09,7.5109475
199,0.054592296,1.32E-09,7.615041522
200,0.054590631,9.83E-10,7.744521921
201,0.054588951,6.82E-10,7.903308738
202,0.054587271,4.34E-10,8.10000921
203,0.054585587,2.45E-10,8.34745071
204,0.0545839,1.16E-10,8.673610085
205,0.054582201,3.89E-11,9.147424747
206,0.05458051,4.72E-12,10.06339732
207,0.054578803,1.83E-12,10.47418541
208,0.054577097,1.84E-11,9.471346326
209,0.054575387,4.40E-11,9.093455211
210,0.054573666,7.01E-11,8.891461173
211,0.054571934,9.09E-11,8.778540366
212,0.054570206,1.03E-10,8.723499698
213,0.054568481,1.06E-10,8.713017845
214,0.054566734,9.92E-11,8.74021385
215,0.054564994,8.63E-11,8.801117762
216,0.054563235,6.92E-11,8.89683927
217,0.054561488,5.11E-11,9.028362743
218,0.054559734,3.41E-11,9.204493117
219,0.054557964,1.99E-11,9.43819392
220,0.054556195,9.48E-12,9.760242798
221,0.054554414,3.13E-12,10.2407282
222,0.054552641,3.22E-13,11.22905117
223,0.05455086,2.16E-13,11.40191445
224,0.054549064,1.71E-12,10.5036969
225,0.054547261,3.77E-12,10.15993106
226,0.05454547,5.52E-12,9.994789903
227,0.054543667,6.40E-12,9.930396797
228,0.054541852,6.25E-12,9.940591196
229,0.054540042,5.15E-12,10.02513539
230,0.054538209,3.42E-12,10.20323491
231,0.054536391,1.62E-12,10.52596346
232,0.054534551,3.40E-13,11.2046582
233,0.054532722,4.73E-14,12.06211567
234,0.054530878,1.14E-12,10.67890534
235,0.054529026,3.80E-12,10.15635311
236,0.054527178,7.93E-12,9.83710916
237,0.054525319,1.33E-11,9.612307913
238,0.054523453,1.95E-11,9.445636937
239,0.054521579,2.60E-11,9.321839231
240,0.054519709,3.22E-11,9.228945789
241,0.054517828,3.77E-11,9.160063412
242,0.054515943,4.22E-11,9.111538435
243,0.054514058,4.50E-11,9.083134233
244,0.054512165,4.64E-11,9.070076797
245,0.054510254,4.59E-11,9.074465235
246,0.054508355,4.41E-11,9.091553732
247,0.05450644,4.10E-11,9.123159319
248,0.054504525,3.71E-11,9.167075949
249,0.054502606,3.27E-11,9.222392329
250,0.05450068,2.78E-11,9.292837387
251,0.054498743,2.30E-11,9.373722237
252,0.054496799,1.86E-11,9.466304705
253,0.054494862,1.47E-11,9.568468435
254,0.054492902,1.13E-11,9.683284729
255,0.05449095,8.51E-12,9.806352947
256,0.05448899,6.32E-12,9.935773833
257,0.054487024,4.61E-12,10.07237891
258,0.054485045,3.37E-12,10.20838529
259,0.054483067,2.53E-12,10.33253479
260,0.054481085,1.95E-12,10.44564106
261,0.0544791,1.59E-12,10.53565479
262,0.054477107,1.39E-12,10.59423339
263,0.054475095,1.30E-12,10.62211264
264,0.054473095,1.31E-12,10.61738043
265,0.054471079,1.40E-12,10.58908827
266,0.05446906,1.57E-12,10.53920366
267,0.054467037,1.82E-12,10.47503397
268,0.054465011,2.12E-12,10.4092287
269,0.054462973,2.45E-12,10.34750012
270,0.054460932,2.77E-12,10.29300811
271,0.054458883,3.17E-12,10.23553554
272,0.05445683,3.50E-12,10.19221655
273,0.05445477,3.75E-12,10.16166809
274,0.054452706,3.97E-12,10.13727668
275,0.054450631,4.09E-12,10.12411883
276,0.054448564,4.21E-12,10.11136951
277,0.054446477,4.18E-12,10.11518911
278,0.054444388,4.09E-12,10.12395911
279,0.05444229,3.92E-12,10.14223513
280,0.054440185,3.74E-12,10.16327507
281,0.054438081,3.49E-12,10.19259249
282,0.054435968,3.22E-12,10.22812043
283,0.054433856,2.96E-12,10.26425314
284,0.054431725,2.66E-12,10.31019642
285,0.054429591,2.42E-12,10.35183681
286,0.054427452,2.19E-12,10.39466535
287,0.054425303,1.99E-12,10.43779598
288,0.054423157,1.82E-12,10.47530938
289,0.054421004,1.69E-12,10.50884864
290,0.054418843,1.59E-12,10.53494811
291,0.054416671,1.49E-12,10.56386807
292,0.054414492,1.43E-12,10.57994326
293,0.054412309,1.40E-12,10.59024142
294,0.054410122,1.42E-12,10.5828121
295,0.054407928,1.45E-12,10.57566414
296,0.054405734,1.49E-12,10.5634296
297,0.054403529,1.53E-12,10.55203954
298,0.054401312,1.57E-12,10.53942385
299,0.054399084,1.65E-12,10.51855416
300,0.054396864,1.69E-12,10.50873124
301,0.054394625,1.70E-12,10.50518237
302,0.05439239,1.76E-12,10.49029884
303,0.054390136,1.75E-12,10.49271259
304,0.054387882,1.77E-12,10.4870475
305,0.054385629,1.78E-12,10.48477131
306,0.054383356,1.73E-12,10.49625939
307,0.054381084,1.69E-12,10.50717087
308,0.0543788,1.64E-12,10.51939698
309,0.054376516,1.59E-12,10.53488037
310,0.054374222,1.51E-12,10.55566667
311,0.054371919,1.44E-12,10.57570324
312,0.054369614,1.35E-12,10.60352709
313,0.054367296,1.27E-12,10.63145755
314,0.054364979,1.18E-12,10.66413018
315,0.054362647,1.11E-12,10.69143039
316,0.054360315,1.04E-12,10.71868987
317,0.054357961,9.55E-13,10.75542229
318,0.054355618,8.77E-13,10.79205873
319,0.05435326,8.12E-13,10.82590112
320,0.054350898,7.60E-13,10.8542228
321,0.054348525,7.19E-13,10.87834411
322,0.05434614,6.64E-13,10.91311783
323,0.054343756,6.31E-13,10.93545449
324,0.054341365,6.10E-13,10.95000832
325,0.054338966,5.67E-13,10.98173015
326,0.054336555,5.52E-13,10.99291782
327,0.054334141,5.20E-13,11.01943268
328,0.05433172,4.97E-13,11.03850368
329,0.054329287,4.75E-13,11.05792046
330,0.054326847,4.56E-13,11.07639289
331,0.0543244,4.30E-13,11.10116114
332,0.054321952,4.01E-13,11.13148857
333,0.054319486,3.75E-13,11.16135751
334,0.05431702,3.51E-13,11.18997225
335,0.054314546,3.37E-13,11.20769333
336,0.054312058,3.06E-13,11.24961985
337,0.054309566,2.77E-13,11.29237417
338,0.054307066,2.58E-13,11.32357764
339,0.054304563,2.40E-13,11.35475057
340,0.054302044,2.04E-13,11.42506157
341,0.054299526,1.81E-13,11.47638732
342,0.054296989,1.61E-13,11.52754954
343,0.054294452,1.40E-13,11.58950414
344,0.054291904,1.17E-13,11.66604972
345,0.054289352,9.70E-14,11.74790611
346,0.054286785,8.36E-14,11.81263296
347,0.054284219,6.58E-14,11.91641402
348,0.054281633,5.93E-14,11.96181382
349,0.054279044,4.49E-14,12.08267598
350,0.054276451,3.72E-14,12.16452292
351,0.054273847,2.80E-14,12.2875661
352,0.054271229,1.75E-14,12.49058291
353,0.054268613,1.48E-14,12.56370037
354,0.05426598,9.21E-15,12.77017871
355,0.054263335,5.14E-15,13.02358333
356,0.05426069,2.45E-15,13.34592564
357,0.054258037,3.16E-16,14.23457611
358,0.054255374,1.98E-17,15.43678121
359,0.054252699,1.52E-16,14.55356658
360,0.054250013,1.06E-15,13.70914994
361,0.05424732,3.95E-15,13.13765087
362,0.054244626,7.36E-15,12.8674211
363,0.054241914,1.14E-14,12.67601454
364,0.054239199,1.45E-14,12.57260809
365,0.054236472,1.89E-14,12.45766102
366,0.054233741,2.53E-14,12.33122076
367,0.054230984,3.83E-14,12.15118653
368,0.054228231,4.31E-14,12.09980508
369,0.054225478,5.77E-14,11.9727076
370,0.054222696,6.43E-14,11.92568624
371,0.054219909,8.33E-14,11.81334022
372,0.054217122,9.28E-14,11.76642577
373,0.054214317,1.13E-13,11.68088928
374,0.054211505,1.34E-13,11.60788917
375,0.054208692,1.50E-13,11.55743845
376,0.054205861,1.66E-13,11.51448567
377,0.054203019,1.85E-13,11.46652556
378,0.054200172,1.99E-13,11.43497828
379,0.054197311,2.33E-13,11.36706385
380,0.054194443,2.62E-13,11.31535487
381,0.054191567,2.79E-13,11.28872008
382,0.054188676,3.06E-13,11.24823133
383,0.05418577,3.46E-13,11.19530799
384,0.054182861,3.85E-13,11.14849043
385,0.054179948,4.17E-13,11.11413919
386,0.054177023,4.55E-13,11.07604527
387,0.054174073,4.83E-13,11.04952186
388,0.054171126,5.26E-13,11.01256932
389,0.054168168,5.60E-13,10.98557772
390,0.054165188,6.09E-13,10.94937858
391,0.054162212,6.38E-13,10.929126
392,0.05415922,6.82E-13,10.89959634
393,0.05415621,7.25E-13,10.87318251
394,0.0541532,7.55E-13,10.85554809
395,0.054150175,7.94E-13,10.83399085
396,0.054147139,8.60E-13,10.79891109
397,0.054144092,8.92E-13,10.78325619
398,0.054141033,9.66E-13,10.74876386
399,0.054137964,1.01E-12,10.72729048
400,0.05413489,1.07E-12,10.70317403
401,0.054131795,1.11E-12,10.6864482
402,0.054128688,1.19E-12,10.65832289
403,0.054125585,1.25E-12,10.63637327
404,0.054122455,1.31E-12,10.61747264
405,0.054119315,1.37E-12,10.59599212
406,0.054116171,1.45E-12,10.57257026
407,0.054113012,1.51E-12,10.55542719
408,0.054109834,1.57E-12,10.53827605
409,0.054106656,1.62E-12,10.5227341
410,0.05410346,1.71E-12,10.49941846
411,0.054100253,1.78E-12,10.48211911
412,0.054097034,1.85E-12,10.46638093
413,0.054093797,1.96E-12,10.44195741
414,0.054090548,2.01E-12,10.42985407
415,0.054087296,2.07E-12,10.41612612
416,0.054084025,2.17E-12,10.39697925
417,0.05408074,2.24E-12,10.38299702
418,0.05407745,2.32E-12,10.36748108
419,0.054074142,2.41E-12,10.35008871
420,0.054070823,2.49E-12,10.33759952
421,0.054067492,2.57E-12,10.32345713
422,0.054064147,2.66E-12,10.30800867
423,0.054060794,2.77E-12,10.2909968
424,0.054057419,2.85E-12,10.27845253
425,0.054054033,2.94E-12,10.26456451
426,0.054050632,3.07E-12,10.24605237
427,0.054047219,3.15E-12,10.23506865
428,0.054043792,3.26E-12,10.21992763
429,0.054040354,3.32E-12,10.2116322
430,0.054036904,3.48E-12,10.19112289
431,0.054033443,3.57E-12,10.1801146
432,0.054029956,3.69E-12,10.16533683
433,0.054026462,3.81E-12,10.15202352
434,0.054022957,3.97E-12,10.13331049
435,0.05401944,4.06E-12,10.12379102
436,0.054015893,4.20E-12,10.109622
437,0.054012347,4.30E-12,10.09893196
438,0.054008771,4.47E-12,10.08249851
439,0.054005194,4.60E-12,10.06996567
440,0.054001603,4.72E-12,10.05815352
441,0.05399799,4.86E-12,10.04580985
442,0.053994365,4.98E-12,10.03472383
443,0.053990725,5.11E-12,10.02351646
444,0.053987075,5.26E-12,10.01136934
445,0.053983398,5.43E-12,9.997171567
446,0.053979713,5.58E-12,9.985360873
447,0.053976011,5.72E-12,9.97498945
448,0.053972296,5.86E-12,9.964391287
449,0.05396856,5.98E-12,9.955194715
450,0.053964812,6.15E-12,9.943011788
451,0.053961046,6.25E-12,9.936103583
452,0.053957269,6.46E-12,9.922041407
453,0.053953469,6.62E-12,9.911392116
454,0.053949654,6.80E-12,9.899774653
455,0.053945821,6.99E-12,9.887394862
456,0.053941973,7.17E-12,9.876384116
457,0.053938109,7.27E-12,9.870171132
458,0.053934228,7.52E-12,9.855479485
459,0.053930331,7.75E-12,9.842392864
460,0.053926416,7.84E-12,9.837577157
461,0.053922478,8.04E-12,9.826394989
462,0.053918529,8.19E-12,9.818263952
463,0.053914566,8.43E-12,9.805838915
464,0.053910572,8.65E-12,9.794531998
465,0.053906575,8.89E-12,9.782699013
466,0.053902555,9.08E-12,9.773673679
467,0.053898517,9.32E-12,9.762301637
468,0.053894456,9.54E-12,9.752017406
469,0.053890381,9.67E-12,9.74627975
470,0.053886287,9.92E-12,9.734802398
471,0.053882167,1.02E-11,9.724455012
472,0.053878035,1.03E-11,9.716867838
473,0.053873885,1.06E-11,9.706976754
474,0.053869713,1.08E-11,9.698269075
475,0.053865515,1.11E-11,9.686068634
476,0.053861309,1.14E-11,9.676060761
477,0.053857081,1.16E-11,9.667439144
478,0.05385283,1.17E-11,9.661199284
479,0.053848553,1.21E-11,9.648644965
480,0.053844262,1.24E-11,9.638516625
481,0.053839948,1.27E-11,9.627229883
482,0.053835616,1.30E-11,9.617013905
483,0.053831268,1.33E-11,9.608698604
484,0.053826891,1.35E-11,9.601123218
485,0.053822495,1.38E-11,9.590625496
486,0.053818073,1.40E-11,9.585184397
487,0.053813636,1.42E-11,9.577916346
488,0.053809173,1.47E-11,9.563474367
489,0.053804692,1.50E-11,9.55545723
490,0.053800184,1.53E-11,9.545917096
491,0.053795658,1.56E-11,9.537968292
492,0.053791102,1.59E-11,9.529659582
493,0.053786535,1.62E-11,9.520404114
494,0.053781938,1.65E-11,9.513512421
495,0.053777315,1.68E-11,9.504999815
496,0.053772673,1.71E-11,9.498657035
497,0.053768005,1.75E-11,9.488329498
498,0.053763319,1.78E-11,9.479001145
499,0.053758603,1.82E-11,9.470591668
500,0.053753857,1.86E-11,9.459777897
501,0.053749099,1.91E-11,9.449832117
502,0.053744305,1.95E-11,9.440933411
503,0.053739488,1.99E-11,9.431768046
504,0.053734649,2.03E-11,9.4236905
505,0.053729784,2.06E-11,9.415375801
506,0.053724892,2.11E-11,9.406878785
507,0.053719979,2.14E-11,9.400435755
508,0.053715035,2.19E-11,9.390542426
509,0.053710062,2.24E-11,9.379499359
510,0.053705059,2.27E-11,9.373765212
511,0.053700037,2.32E-11,9.364593013
512,0.053694986,2.35E-11,9.358567751
513,0.053689908,2.40E-11,9.349273281
514,0.053684793,2.44E-11,9.343039921
515,0.053679656,2.48E-11,9.335665328
516,0.053674493,2.53E-11,9.327129027
517,0.0536693,2.57E-11,9.320538307
518,0.053664077,2.62E-11,9.310959068
519,0.053658828,2.67E-11,9.303240265
520,0.053653542,2.72E-11,9.294512087
521,0.053648226,2.78E-11,9.28478235
522,0.053642891,2.83E-11,9.277915601
523,0.053637508,2.89E-11,9.268356853
524,0.053632107,2.94E-11,9.261507527
525,0.053626664,3.00E-11,9.25195498
526,0.05362121,3.05E-11,9.245200001
527,0.0536157,3.10E-11,9.237529854
528,0.053610168,3.16E-11,9.228930847
529,0.053604607,3.22E-11,9.221294308
530,0.053599,3.28E-11,9.21294957
531,0.053593375,3.34E-11,9.205354288
532,0.053587709,3.42E-11,9.195361474
533,0.053582001,3.48E-11,9.187958102
534,0.053576272,3.55E-11,9.178211256
535,0.053570502,3.61E-11,9.171036169
536,0.053564694,3.66E-11,9.164922379
537,0.053558841,3.75E-11,9.154579014
538,0.05355297,3.80E-11,9.14866105
539,0.053547051,3.86E-11,9.141949238
540,0.053541102,3.96E-11,9.131364739
541,0.053535111,4.03E-11,9.123278113
542,0.053529084,4.10E-11,9.116333729
543,0.053523015,4.18E-11,9.106967764
544,0.053516909,4.26E-11,9.09875915
545,0.053510766,4.34E-11,9.091375567
546,0.053504579,4.41E-11,9.083538337
547,0.053498354,4.48E-11,9.076682512
548,0.053492092,4.58E-11,9.067757369
549,0.053485777,4.65E-11,9.061242861
550,0.053479429,4.74E-11,9.052704689
551,0.053473037,4.84E-11,9.043675632
552,0.053466607,4.93E-11,9.035660114
553,0.053460129,5.04E-11,9.025765686
554,0.053453602,5.14E-11,9.016882557
555,0.053447034,5.23E-11,9.009021063
556,0.053440418,5.32E-11,9.002189276
557,0.053433765,5.42E-11,8.993463526
558,0.053427059,5.54E-11,8.98443937
559,0.053420309,5.62E-11,8.97772588
560,0.05341351,5.73E-11,8.96936826
561,0.05340666,5.85E-11,8.960586721
562,0.053399768,5.95E-11,8.952949764
563,0.053392824,6.06E-11,8.944966776
564,0.053385831,6.16E-11,8.937956979
565,0.053378783,6.26E-11,8.930668796
566,0.053371683,6.41E-11,8.920546646
567,0.053364538,6.50E-11,8.914016105
568,0.053357337,6.65E-11,8.904676042
569,0.05335008,6.77E-11,8.896424467
570,0.053342771,6.92E-11,8.886721411
571,0.05333541,7.06E-11,8.87814974
572,0.053327981,7.18E-11,8.870651416
573,0.053320505,7.31E-11,8.86290413
574,0.053312968,7.46E-11,8.85389247
575,0.05330538,7.60E-11,8.845880705
576,0.053297725,7.74E-11,8.837794
577,0.053290013,7.87E-11,8.830806986
578,0.053282235,8.04E-11,8.821447283
579,0.053274401,8.17E-11,8.814357227
580,0.053266507,8.31E-11,8.807081501
581,0.053258542,8.47E-11,8.798634265
582,0.053250518,8.63E-11,8.790256429
583,0.053242426,8.80E-11,8.781811418
584,0.053234268,8.99E-11,8.772382671
585,0.053226043,9.19E-11,8.762893957
586,0.05321775,9.36E-11,8.754621244
587,0.053209387,9.54E-11,8.746404752
588,0.053200949,9.74E-11,8.73720437
589,0.05319244,9.95E-11,8.728185967
590,0.053183857,1.02E-10,8.719222907
591,0.053175207,1.04E-10,8.710424387
592,0.053166483,1.05E-10,8.702701314
593,0.053157676,1.07E-10,8.694216891
594,0.053148787,1.10E-10,8.685892639
595,0.053139828,1.12E-10,8.676813574
596,0.053130791,1.14E-10,8.667936808
597,0.053121664,1.17E-10,8.658364002
598,0.053112451,1.19E-10,8.649982602
599,0.05310316,1.21E-10,8.641790158
600,0.053093784,1.24E-10,8.633007973
601,0.053084314,1.26E-10,8.623525023
602,0.053074762,1.29E-10,8.615364228
603,0.053065114,1.32E-10,8.605702967
604,0.05305538,1.34E-10,8.596387993
605,0.053045545,1.37E-10,8.586603161
606,0.053035617,1.40E-10,8.578030423
607,0.053025596,1.43E-10,8.569046059
608,0.053015474,1.46E-10,8.560365286
609,0.053005245,1.49E-10,8.550602094
610,0.052994914,1.52E-10,8.541156274
611,0.052984487,1.56E-10,8.531410917
612,0.052973941,1.59E-10,8.522233755
613,0.052963305,1.62E-10,8.5134447
614,0.05295255,1.66E-10,8.503658945
615,0.05294168,1.70E-10,8.494380966
616,0.052930698,1.73E-10,8.484918901
617,0.0529196,1.77E-10,8.475913368
618,0.052908376,1.81E-10,8.466134634
619,0.052897025,1.85E-10,8.456159445
620,0.05288557,1.89E-10,8.446872266
621,0.052873965,1.93E-10,8.437495953
622,0.052862242,1.97E-10,8.427998768
623,0.052850388,2.02E-10,8.417818174
624,0.0528384,2.06E-10,8.40837181
625,0.05282627,2.11E-10,8.398890057
626,0.052814003,2.16E-10,8.388144136
627,0.052801598,2.21E-10,8.378090573
628,0.052789032,2.26E-10,8.367579313
629,0.052776322,2.32E-10,8.357211955
630,0.052763462,2.37E-10,8.347674661
631,0.052750446,2.43E-10,8.337089862
632,0.052737262,2.49E-10,8.326724642
633,0.052723922,2.54E-10,8.317220665
634,0.05271041,2.61E-10,8.305552355
635,0.052696727,2.67E-10,8.295446538
636,0.052682873,2.73E-10,8.285070848
637,0.052668843,2.80E-10,8.274541766
638,0.052654617,2.87E-10,8.263211624
639,0.052640211,2.94E-10,8.252915243
640,0.052625608,3.02E-10,8.241428083
641,0.052610811,3.09E-10,8.230957005
642,0.052595813,3.17E-10,8.219420369
643,0.052580599,3.25E-10,8.208448971
644,0.052565172,3.34E-10,8.196501246
645,0.052549537,3.43E-10,8.185210201
646,0.052533679,3.51E-10,8.174536358
647,0.052517585,3.60E-10,8.163534165
648,0.052501258,3.70E-10,8.151824265
649,0.052484676,3.80E-10,8.139851762
650,0.052467857,3.91E-10,8.127762553
651,0.052450776,4.01E-10,8.11697006
652,0.052433442,4.12E-10,8.105140029
653,0.052415837,4.23E-10,8.093313613
654,0.052397948,4.35E-10,8.081026376
655,0.052379776,4.47E-10,8.069250875
656,0.05236131,4.59E-10,8.057146077
657,0.052342534,4.73E-10,8.043931502
658,0.052323446,4.87E-10,8.030932696
659,0.052304044,5.01E-10,8.018727172
660,0.052284312,5.16E-10,8.006009573
661,0.052264232,5.30E-10,7.993650604
662,0.052243806,5.46E-10,7.980580395
663,0.052223012,5.63E-10,7.967589843
664,0.052201852,5.79E-10,7.954813392
665,0.05218029,5.97E-10,7.941872469
666,0.052158341,6.15E-10,7.928433916
